0	0	0
0.1	1.16647e-07	1.65278e-07
0.2	3.30795e-07	4.22159e-07
0.3	2.06661e-07	5.10874e-07
0.4	3.42309e-07	5.99711e-09
0.5	5.38604e-07	4.3811e-07
0.6	4.73395e-07	3.8509e-07
0.7	6.87238e-07	8.12716e-07
0.8	9.08995e-08	2.90653e-07
0.9	9.09627e-07	1.03173e-06
1	9.84808e-07	6.94132e-07
1.1	3.60061e-07	8.78574e-07
1.2	8.59672e-08	1.24552e-06
1.3	1.85417e-07	1.17138e-06
1.4	7.29988e-07	8.571e-07
1.5	1.33959e-08	1.19833e-06
1.6	3.96958e-07	1.3223e-06
1.7	1.89548e-07	1.4943e-06
1.8	3.69122e-07	1.09469e-06
1.9	8.76874e-08	1.56686e-06
2	5.73174e-07	1.83655e-06
2.1	6.33351e-07	1.1046e-06
2.2	5.9618e-07	1.11726e-06
2.3	7.87823e-07	2.02128e-06
2.4	1.81945e-06	1.71554e-06
2.5	1.8559e-06	1.61555e-06
2.6	1.62818e-06	1.75337e-06
2.7	2.11977e-06	1.14202e-06
2.8	1.84984e-06	1.34067e-06
2.9	2.67079e-06	1.16515e-06
3	1.99194e-06	4.966e-07
3.1	2.53757e-06	1.50273e-07
3.2	2.64343e-06	2.24205e-07
3.3	2.69414e-06	2.30091e-07
3.4	3.10203e-06	8.07421e-07
3.5	3.22769e-06	3.12709e-07
3.6	2.44329e-06	1.58367e-06
3.7	3.14091e-06	9.6829e-07
3.8	2.89094e-06	1.28809e-06
3.9	2.15918e-06	1.6958e-06
4	2.49531e-06	2.37914e-06
4.1	2.11106e-06	3.05347e-06
4.2	1.77241e-06	3.17866e-06
4.3	1.93675e-06	2.82792e-06
4.4	1.07389e-06	3.13002e-06
4.5	1.11767e-06	3.20057e-06
4.6	1.00363e-06	3.47306e-06
4.7	2.57564e-07	3.93654e-06
4.8	3.91164e-07	3.98344e-06
4.9	3.87376e-07	4.36942e-06
5	7.25337e-07	4.18546e-06
5.1	1.31767e-06	3.74271e-06
5.2	1.34428e-06	3.6713e-06
5.3	2.55778e-06	4.33618e-06
5.4	2.51244e-06	3.87594e-06
5.5	2.67443e-06	3.77429e-06
5.6	3.36213e-06	2.87851e-06
5.7	3.4574e-06	2.78484e-06
5.8	3.82059e-06	2.51694e-06
5.9	4.33517e-06	2.43074e-06
6	4.5018e-06	2.28665e-06
6.1	4.49573e-06	1.43844e-06
6.2	5.09718e-06	1.09702e-06
6.3	5.20048e-06	6.36383e-07
6.4	5.20485e-06	8.12418e-08
6.5	4.98809e-06	3.74272e-07
6.6	5.36351e-06	1.40804e-06
6.7	4.92062e-06	1.85176e-06
6.8	5.35114e-06	2.50965e-06
6.9	4.76439e-06	2.89987e-06
7	4.59872e-06	3.74566e-06
7.1	4.04013e-06	4.33356e-06
7.2	3.86385e-06	4.68547e-06
7.3	3.62063e-06	4.48262e-06
7.4	3.09581e-06	5.67243e-06
7.5	2.97677e-06	5.68216e-06
7.6	1.67203e-06	6.15742e-06
7.7	1.23388e-06	6.13796e-06
7.8	1.34537e-06	6.47944e-06
7.9	3.4184e-07	6.62564e-06
8	7.53377e-07	7.03381e-06
8.1	1.18915e-06	7.15374e-06
8.2	1.44332e-06	6.86098e-06
8.3	2.16624e-06	6.84497e-06
8.4	3.09191e-06	6.65412e-06
8.5	3.88738e-06	5.90268e-06
8.6	4.90213e-06	6.04732e-06
8.7	4.76992e-06	5.6456e-06
8.8	5.80711e-06	5.01406e-06
8.9	6.14354e-06	4.20924e-06
9	6.51476e-06	3.26188e-06
9.1	6.63765e-06	2.60213e-06
9.2	7.0859e-06	2.6214e-06
9.3	7.57649e-06	1.32545e-06
9.4	7.77455e-06	1.04204e-06
9.5	7.92046e-06	1.56196e-07
9.6	7.78122e-06	1.14421e-06
9.7	7.62641e-06	1.12017e-06
9.8	8.12925e-06	2.7279e-06
9.9	7.89378e-06	2.84737e-06
10	7.11089e-06	3.47092e-06
10.1	6.64889e-06	4.81983e-06
10.2	6.68759e-06	5.34797e-06
10.3	5.80976e-06	6.58241e-06
10.4	5.46909e-06	6.74257e-06
10.5	4.75997e-06	7.072e-06
10.6	4.42161e-06	7.80923e-06
10.7	3.01627e-06	8.71828e-06
10.8	2.23007e-06	9.09354e-06
10.9	1.25331e-06	8.949e-06
11	1.20655e-06	9.13799e-06
11.1	4.11796e-07	9.02687e-06
11.2	1.27085e-06	8.86382e-06
11.3	1.7501e-06	9.34328e-06
11.4	3.47434e-06	8.86635e-06
11.5	3.82531e-06	8.75875e-06
11.6	4.40503e-06	8.62977e-06
11.7	5.41608e-06	8.33865e-06
11.8	6.91522e-06	7.47899e-06
11.9	6.88776e-06	6.29614e-06
12	8.082e-06	5.95873e-06
12.1	8.53547e-06	5.11151e-06
12.2	8.71776e-06	4.64407e-06
12.3	9.20863e-06	3.61789e-06
12.4	9.82455e-06	2.30228e-06
12.5	1.03026e-05	1.27918e-06
12.6	1.04472e-05	5.85501e-07
12.7	1.10414e-05	1.28186e-07
12.8	1.08251e-05	1.4343e-06
12.9	1.04391e-05	2.96184e-06
13	1.00368e-05	3.21855e-06
13.1	9.46437e-06	4.38354e-06
13.2	9.51471e-06	6.04236e-06
13.3	8.7622e-06	6.8273e-06
13.4	7.88995e-06	7.91645e-06
13.5	7.42655e-06	8.33669e-06
13.6	6.81486e-06	9.00755e-06
13.7	5.74231e-06	9.45555e-06
13.8	4.66944e-06	1.01221e-05
13.9	3.50139e-06	1.11815e-05
14	2.35569e-06	1.17818e-05
14.1	1.38875e-06	1.16152e-05
14.2	6.52716e-07	1.18229e-05
14.3	1.03573e-06	1.14365e-05
14.4	2.22345e-06	1.13562e-05
14.5	2.94448e-06	1.12668e-05
14.6	4.82786e-06	1.08914e-05
14.7	5.16886e-06	1.03866e-05
14.8	6.93262e-06	1.0483e-05
14.9	7.65049e-06	9.18072e-06
15	9.15984e-06	8.91286e-06
15.1	1.01303e-05	8.09449e-06
15.2	1.03111e-05	6.98301e-06
15.3	1.14269e-05	5.78041e-06
15.4	1.16433e-05	4.91689e-06
15.5	1.25181e-05	3.46282e-06
15.6	1.23477e-05	2.62518e-06
15.7	1.30262e-05	1.29335e-06
15.8	1.31502e-05	3.91127e-07
15.9	1.35814e-05	1.45639e-06
16	1.33167e-05	2.51968e-06
16.1	1.24172e-05	4.19993e-06
16.2	1.19864e-05	5.50964e-06
16.3	1.22713e-05	6.20193e-06
16.4	1.16823e-05	8.03946e-06
16.5	1.03424e-05	8.9425e-06
16.6	9.07853e-06	9.96475e-06
16.7	8.77802e-06	1.10372e-05
16.8	7.03358e-06	1.14126e-05
16.9	6.01273e-06	1.27361e-05
17	5.49188e-06	1.36619e-05
17.1	4.00508e-06	1.39289e-05
17.2	2.06604e-06	1.41053e-05
17.3	4.31073e-07	1.44082e-05
17.4	6.19529e-07	1.45999e-05
17.5	1.99453e-06	1.39632e-05
17.6	3.50208e-06	1.37549e-05
17.7	4.55021e-06	1.37394e-05
17.8	5.82051e-06	1.32028e-05
17.9	7.88834e-06	1.32524e-05
18	8.75323e-06	1.17082e-05
18.1	1.02344e-05	1.14978e-05
18.2	1.11776e-05	1.04703e-05
18.3	1.24104e-05	8.55213e-06
18.4	1.33779e-05	8.17238e-06
18.5	1.43815e-05	6.89375e-06
18.6	1.43383e-05	5.19294e-06
18.7	1.49742e-05	3.34269e-06
18.8	1.55591e-05	2.35659e-06
18.9	1.57878e-05	9.67244e-07
19	1.62097e-05	1.38181e-06
19.1	1.5208e-05	2.54059e-06
19.2	1.59288e-05	4.6533e-06
19.3	1.53604e-05	6.14525e-06
19.4	1.47652e-05	7.67613e-06
19.5	1.38697e-05	9.03019e-06
19.6	1.26201e-05	9.90435e-06
19.7	1.14154e-05	1.15466e-05
19.8	1.07375e-05	1.21882e-05
19.9	9.10064e-06	1.32051e-05
