19.1	-0.247819	0.968805	
19.2	-0.343299	0.939225	
19.3	-0.43535	0.90026	
19.4	-0.523051	0.8523	
19.5	-0.605526	0.795824	
19.6	-0.681951	0.731396	
19.7	-0.751562	0.659661	
19.8	-0.813663	0.581334	
19.9	-0.867635	0.497199	
20	-0.912937	0.408097	
