0	0	1	
0.1	-0.0998333	0.995004	
0.2	-0.198669	0.980067	
0.3	-0.29552	0.955337	
0.4	-0.389418	0.921061	
0.5	-0.479425	0.877583	
0.6	-0.564642	0.825336	
0.7	-0.644217	0.764843	
0.8	-0.717356	0.696707	
0.9	-0.783326	0.621611	
1	-0.84147	0.540303	
1.1	-0.891207	0.453597	
1.2	-0.932039	0.362359	
1.3	-0.963558	0.2675	
1.4	-0.985449	0.169968	
1.5	-0.997495	0.0707384	
1.6	-0.999574	-0.0291982	
1.7	-0.991665	-0.128843	
1.8	-0.973848	-0.227201	
1.9	-0.9463	-0.323288	
2	-0.909298	-0.416145	
2.1	-0.86321	-0.504845	
2.2	-0.808497	-0.5885	
2.3	-0.745706	-0.666274	
2.4	-0.675465	-0.737392	
2.5	-0.598474	-0.801142	
2.6	-0.515503	-0.856887	
2.7	-0.427382	-0.904071	
2.8	-0.33499	-0.942221	
2.9	-0.239252	-0.970957	
3	-0.141122	-0.989992	
3.1	-0.0415832	-0.999135	
3.2	0.0583715	-0.998295	
3.3	0.157743	-0.98748	
3.4	0.255538	-0.966799	
3.5	0.35078	-0.936457	
3.6	0.442518	-0.89676	
3.7	0.529833	-0.848101	
3.8	0.611855	-0.790969	
3.9	0.687764	-0.725934	
4	0.7568	-0.653646	
4.1	0.818275	-0.574827	
4.2	0.871574	-0.490264	
4.3	0.916164	-0.400802	
4.4	0.951601	-0.307336	
4.5	0.977529	-0.210799	
4.6	0.99369	-0.112156	
4.7	0.999923	-0.0123926	
4.8	0.996165	0.087495	
4.9	0.982453	0.186508	
5	0.958925	0.283658	
5.1	0.925816	0.377974	
5.2	0.883456	0.468513	
5.3	0.83227	0.55437	
5.4	0.772767	0.634689	
5.5	0.705543	0.708666	
5.6	0.63127	0.775563	
5.7	0.550689	0.83471	
5.8	0.464606	0.885517	
5.9	0.373881	0.927476	
6	0.27942	0.960168	
6.1	0.182167	0.983267	
6.2	0.0830945	0.996541	
6.3	-0.0168087	0.999858	
6.4	-0.116544	0.993185	
6.5	-0.215115	0.976588	
6.6	-0.311536	0.950234	
6.7	-0.404845	0.914385	
6.8	-0.494108	0.8694	
6.9	-0.578435	0.815728	
7	-0.656982	0.753906	
7.1	-0.728965	0.684551	
7.2	-0.793664	0.608356	
7.3	-0.850433	0.526082	
7.4	-0.898705	0.438553	
7.5	-0.937997	0.346641	
7.6	-0.967918	0.251266	
7.7	-0.988167	0.15338	
7.8	-0.998542	0.0539619	
7.9	-0.998941	-0.0459955	
8	-0.989359	-0.145493	
8.1	-0.969891	-0.243537	
8.2	-0.940732	-0.339148	
8.3	-0.902174	-0.43137	
8.4	-0.854602	-0.519282	
8.5	-0.798491	-0.602006	
8.6	-0.734402	-0.678714	
8.7	-0.662974	-0.748641	
8.8	-0.584923	-0.811088	
8.9	-0.501027	-0.865431	
9	-0.412125	-0.911127	
9.1	-0.319105	-0.947719	
9.2	-0.222897	-0.974841	
9.3	-0.124462	-0.992224	
9.4	-0.0247832	-0.999692	
9.5	0.0751432	-0.997172	
9.6	0.174319	-0.984689	
9.7	0.271753	-0.962366	
9.8	0.366471	-0.930429	
9.9	0.457528	-0.889194	
10	0.544014	-0.839075	
10.1	0.625064	-0.780573	
10.2	0.699868	-0.714271	
10.3	0.76768	-0.640833	
10.4	0.827821	-0.560991	
10.5	0.879691	-0.475544	
10.6	0.922771	-0.385346	
10.7	0.956632	-0.291298	
10.8	0.980934	-0.194339	
10.9	0.995435	-0.0954378	
11	0.999989	0.00441656	
11.1	0.994553	0.104227	
11.2	0.979179	0.202996	
11.3	0.954021	0.299736	
11.4	0.919332	0.393482	
11.5	0.875456	0.483296	
11.6	0.822833	0.568281	
11.7	0.761989	0.647588	
11.8	0.693532	0.720425	
11.9	0.618144	0.786064	
12	0.536581	0.843848	
12.1	0.449656	0.893201	
12.2	0.358238	0.933629	
12.3	0.263241	0.964729	
12.4	0.165614	0.98619	
12.5	0.0663322	0.997797	
12.6	-0.0336126	0.999434	
12.7	-0.133221	0.991085	
12.8	-0.231499	0.972834	
12.9	-0.327464	0.944863	
13	-0.420157	0.90745	
13.1	-0.508652	0.860971	
13.2	-0.592064	0.80589	
13.3	-0.669561	0.742756	
13.4	-0.740368	0.672201	
13.5	-0.803777	0.594929	
13.6	-0.859155	0.511713	
13.7	-0.905949	0.423384	
13.8	-0.943691	0.330825	
13.9	-0.972004	0.234961	
14	-0.990605	0.136749	
14.1	-0.999308	0.03717	
14.2	-0.998026	-0.0627799	
14.3	-0.986773	-0.162103	
14.4	-0.96566	-0.259806	
14.5	-0.934898	-0.354913	
14.6	-0.894796	-0.446474	
14.7	-0.845752	-0.533574	
14.8	-0.788259	-0.615342	
14.9	-0.722889	-0.690963	
15	-0.650297	-0.759679	
15.1	-0.571207	-0.820805	
15.2	-0.486409	-0.87373	
15.3	-0.396752	-0.917925	
15.4	-0.30313	-0.952948	
15.5	-0.20648	-0.97845	
15.6	-0.107766	-0.994175	
15.7	-0.00797621	-0.999967	
15.8	0.0918937	-0.995768	
15.9	0.190845	-0.981619	
16	0.28789	-0.957662	
16.1	0.382059	-0.924137	
16.2	0.47241	-0.881378	
16.3	0.55804	-0.829812	
16.4	0.638095	-0.769956	
16.5	0.711775	-0.702406	
16.6	0.778343	-0.627838	
16.7	0.837133	-0.546997	
16.8	0.88756	-0.46069	
16.9	0.929118	-0.369781	
17	0.961392	-0.275177	
17.1	0.984061	-0.177823	
17.2	0.996898	-0.0786923	
17.3	0.999774	0.0212244	
17.4	0.99266	0.120929	
17.5	0.975628	0.219426	
17.6	0.948848	0.31573	
17.7	0.912587	0.408879	
17.8	0.867208	0.497943	
17.9	0.813165	0.582031	
18	0.750996	0.660305	
18.1	0.681324	0.73198	
18.2	0.604844	0.796342	
18.3	0.522321	0.852748	
18.4	0.434579	0.900632	
18.5	0.342495	0.939518	
18.6	0.246988	0.969017	
18.7	0.149014	0.988834	
18.8	0.0495512	0.99877	
18.9	-0.0504069	0.998727	
19	-0.149861	0.988706	
